arrival_date,sku_name,category,mandi_name,zone,min_price_rs_kg,max_price_rs_kg,modal_price_rs_kg,arrival_qty_mt
2026-05-17,Pumpkin,Volatile,Gazipur APMC,East,6.0,10.0,8.0,10.95
2026-05-18,Pumpkin,Volatile,Gazipur APMC,East,7.0,9.0,8.0,10.17
2026-05-19,Pumpkin,Volatile,Gazipur APMC,East,6.0,8.0,7.0,20.07
2026-05-20,Pumpkin,Volatile,Gazipur APMC,East,6.0,8.0,7.0,9.25
2025-11-08,Pumpkin,Volatile,Keshopur APMC,West,10.0,22.0,16.0,260.0
2025-11-09,Pumpkin,Volatile,Keshopur APMC,West,30.0,40.0,35.0,6.18
2025-11-10,Pumpkin,Volatile,Keshopur APMC,West,15.0,25.0,21.5,24.95
2025-11-11,Pumpkin,Volatile,Keshopur APMC,West,10.0,18.0,15.0,21.82
2025-11-13,Pumpkin,Volatile,Keshopur APMC,West,12.0,20.0,17.5,16.3
2025-11-14,Pumpkin,Volatile,Keshopur APMC,West,10.0,18.0,14.5,24.2
2025-11-15,Pumpkin,Volatile,Keshopur APMC,West,10.0,18.0,14.5,13.19
2025-11-16,Pumpkin,Volatile,Keshopur APMC,West,10.0,18.0,15.0,26.34
2025-11-17,Pumpkin,Volatile,Keshopur APMC,West,10.0,16.0,13.0,10.67
2025-11-18,Pumpkin,Volatile,Keshopur APMC,West,10.0,18.0,14.5,28.14
2025-11-20,Pumpkin,Volatile,Keshopur APMC,West,10.0,18.0,14.5,15.5
2025-11-23,Pumpkin,Volatile,Keshopur APMC,West,13.0,26.0,17.5,19.6
2025-11-24,Pumpkin,Volatile,Keshopur APMC,West,10.0,18.0,14.0,19.25
2025-11-27,Pumpkin,Volatile,Keshopur APMC,West,11.0,22.0,17.0,19.78
2025-11-28,Pumpkin,Volatile,Keshopur APMC,West,10.0,18.0,14.0,25.3
2025-11-30,Pumpkin,Volatile,Keshopur APMC,West,10.0,18.0,14.0,15.08
2025-12-01,Pumpkin,Volatile,Keshopur APMC,West,10.0,18.0,14.0,14.0
2025-12-02,Pumpkin,Volatile,Keshopur APMC,West,10.0,18.0,14.0,9.15
2025-12-04,Pumpkin,Volatile,Keshopur APMC,West,10.0,18.0,15.0,12.42
2025-12-05,Pumpkin,Volatile,Keshopur APMC,West,10.0,18.0,15.0,17.14
2025-12-06,Pumpkin,Volatile,Keshopur APMC,West,10.0,18.0,14.0,19.49
2025-12-07,Pumpkin,Volatile,Keshopur APMC,West,10.0,16.0,13.0,18.35
2025-12-08,Pumpkin,Volatile,Keshopur APMC,West,15.0,24.0,19.5,6.18
2025-12-09,Pumpkin,Volatile,Keshopur APMC,West,10.0,19.0,15.0,10.95
2025-12-11,Pumpkin,Volatile,Keshopur APMC,West,10.0,18.0,14.0,20.88
2025-12-12,Pumpkin,Volatile,Keshopur APMC,West,10.0,16.0,13.0,6.5
2025-12-14,Pumpkin,Volatile,Keshopur APMC,West,10.0,20.0,16.0,2.55
2025-12-15,Pumpkin,Volatile,Keshopur APMC,West,12.0,20.0,17.5,23.4
2025-12-16,Pumpkin,Volatile,Keshopur APMC,West,10.0,28.0,19.0,13.28
2025-12-18,Pumpkin,Volatile,Keshopur APMC,West,12.0,18.0,16.0,7.5
2025-12-19,Pumpkin,Volatile,Keshopur APMC,West,10.0,18.0,14.0,20.76
2025-12-20,Pumpkin,Volatile,Keshopur APMC,West,11.0,17.0,15.0,10.2
2025-12-21,Pumpkin,Volatile,Keshopur APMC,West,10.0,18.0,14.0,12.24
2025-12-22,Pumpkin,Volatile,Keshopur APMC,West,10.0,18.0,15.0,14.2
2025-12-23,Pumpkin,Volatile,Keshopur APMC,West,12.0,18.0,16.0,10.85
2025-12-26,Pumpkin,Volatile,Keshopur APMC,West,12.0,18.0,16.0,6.75
2025-12-27,Pumpkin,Volatile,Keshopur APMC,West,8.0,14.0,12.0,13.05
2026-01-01,Pumpkin,Volatile,Keshopur APMC,West,12.0,18.0,16.0,6.75
2026-01-02,Pumpkin,Volatile,Keshopur APMC,West,12.0,18.0,16.0,4.88
2026-01-03,Pumpkin,Volatile,Keshopur APMC,West,10.0,18.0,14.0,13.08
2026-01-04,Pumpkin,Volatile,Keshopur APMC,West,10.0,18.0,14.5,7.18
2026-01-05,Pumpkin,Volatile,Keshopur APMC,West,12.0,18.0,16.0,7.18
2026-01-06,Pumpkin,Volatile,Keshopur APMC,West,10.0,18.0,14.0,101.75
2026-01-08,Pumpkin,Volatile,Keshopur APMC,West,12.0,18.0,16.0,8.4
2026-01-11,Pumpkin,Volatile,Keshopur APMC,West,14.0,20.0,17.0,64.0
2026-01-12,Pumpkin,Volatile,Keshopur APMC,West,10.0,14.0,12.5,6.53
2026-01-13,Pumpkin,Volatile,Keshopur APMC,West,10.0,18.0,14.5,7.75
2026-01-15,Pumpkin,Volatile,Keshopur APMC,West,10.0,16.0,13.0,13.08
2026-01-16,Pumpkin,Volatile,Keshopur APMC,West,10.0,18.0,14.0,10.54
2026-01-17,Pumpkin,Volatile,Keshopur APMC,West,10.0,18.0,14.0,11.4
2026-01-18,Pumpkin,Volatile,Keshopur APMC,West,8.0,14.0,12.0,10.33
2026-01-19,Pumpkin,Volatile,Keshopur APMC,West,12.0,14.0,13.0,63.0
2026-01-20,Pumpkin,Volatile,Keshopur APMC,West,10.0,16.0,13.0,16.1
2026-01-22,Pumpkin,Volatile,Keshopur APMC,West,12.0,16.0,14.0,5.2
2026-01-23,Pumpkin,Volatile,Keshopur APMC,West,10.0,16.0,13.0,14.78
2026-01-24,Pumpkin,Volatile,Keshopur APMC,West,10.0,16.0,13.5,4.5
2026-01-29,Pumpkin,Volatile,Keshopur APMC,West,12.0,18.0,16.0,6.0
2026-01-30,Pumpkin,Volatile,Keshopur APMC,West,10.0,18.0,14.0,127.0
2026-01-31,Pumpkin,Volatile,Keshopur APMC,West,20.0,30.0,26.0,9.8
2026-02-01,Pumpkin,Volatile,Keshopur APMC,West,12.0,22.0,17.0,8.32
2026-02-02,Pumpkin,Volatile,Keshopur APMC,West,10.0,18.0,14.0,3.3
2026-02-03,Pumpkin,Volatile,Keshopur APMC,West,15.0,24.0,20.0,8.4
2026-02-05,Pumpkin,Volatile,Keshopur APMC,West,10.0,18.0,14.5,5.5
2026-02-06,Pumpkin,Volatile,Keshopur APMC,West,14.0,22.0,19.5,6.96
2026-02-07,Pumpkin,Volatile,Keshopur APMC,West,14.0,20.0,17.0,5.7
2026-02-08,Pumpkin,Volatile,Keshopur APMC,West,10.0,20.0,16.5,3.9
2026-02-10,Pumpkin,Volatile,Keshopur APMC,West,12.0,20.0,18.0,1.1
2026-02-12,Pumpkin,Volatile,Keshopur APMC,West,20.0,30.0,26.0,6.43
2026-02-13,Pumpkin,Volatile,Keshopur APMC,West,20.0,28.0,24.0,3.3
2026-02-14,Pumpkin,Volatile,Keshopur APMC,West,16.0,30.0,20.0,3.25
2026-02-15,Pumpkin,Volatile,Keshopur APMC,West,20.0,30.0,26.5,12.8
2026-02-16,Pumpkin,Volatile,Keshopur APMC,West,20.0,28.0,24.5,7.5
2026-02-19,Pumpkin,Volatile,Keshopur APMC,West,18.0,28.0,25.0,60.0
2026-02-20,Pumpkin,Volatile,Keshopur APMC,West,15.0,22.0,20.0,75.0
2026-02-21,Pumpkin,Volatile,Keshopur APMC,West,18.0,26.0,23.0,19.25
2026-02-22,Pumpkin,Volatile,Keshopur APMC,West,15.0,24.0,20.0,11.67
2026-02-23,Pumpkin,Volatile,Keshopur APMC,West,14.0,22.0,19.5,139.25
2026-02-24,Pumpkin,Volatile,Keshopur APMC,West,16.0,24.0,21.5,48.0
2026-02-26,Pumpkin,Volatile,Keshopur APMC,West,15.0,20.0,17.5,137.5
2026-02-27,Pumpkin,Volatile,Keshopur APMC,West,20.0,30.0,26.0,69.0
2026-03-02,Pumpkin,Volatile,Keshopur APMC,West,16.0,24.0,21.5,113.0
2026-03-03,Pumpkin,Volatile,Keshopur APMC,West,14.0,22.0,17.5,55.25
2026-03-06,Pumpkin,Volatile,Keshopur APMC,West,18.0,26.0,23.0,85.0
2026-03-07,Pumpkin,Volatile,Keshopur APMC,West,18.0,28.0,24.5,145.0
2026-03-08,Pumpkin,Volatile,Keshopur APMC,West,16.0,22.0,20.0,78.0
2026-03-09,Pumpkin,Volatile,Keshopur APMC,West,20.0,30.0,26.0,134.0
2026-03-10,Pumpkin,Volatile,Keshopur APMC,West,15.0,25.0,22.0,15.03
2026-03-12,Pumpkin,Volatile,Keshopur APMC,West,20.0,28.0,24.5,104.0
2026-03-13,Pumpkin,Volatile,Keshopur APMC,West,25.0,32.0,30.0,163.0
2026-03-14,Pumpkin,Volatile,Keshopur APMC,West,15.0,25.0,21.0,111.0
2026-03-15,Pumpkin,Volatile,Keshopur APMC,West,15.0,25.0,22.0,115.0
2026-03-16,Pumpkin,Volatile,Keshopur APMC,West,14.0,24.0,19.0,123.0
2026-03-19,Pumpkin,Volatile,Keshopur APMC,West,18.0,28.0,24.0,37.0
2026-03-20,Pumpkin,Volatile,Keshopur APMC,West,18.0,26.0,23.0,117.0
2026-03-21,Pumpkin,Volatile,Keshopur APMC,West,14.0,22.0,20.0,99.0
2026-03-22,Pumpkin,Volatile,Keshopur APMC,West,12.0,20.0,17.0,103.0
2026-03-23,Pumpkin,Volatile,Keshopur APMC,West,15.0,24.0,20.0,78.0
2026-03-24,Pumpkin,Volatile,Keshopur APMC,West,14.0,22.0,20.0,166.0
2026-03-26,Pumpkin,Volatile,Keshopur APMC,West,16.0,24.0,22.0,157.0
2026-03-27,Pumpkin,Volatile,Keshopur APMC,West,15.0,25.0,20.0,85.0
2026-03-28,Pumpkin,Volatile,Keshopur APMC,West,16.0,24.0,20.0,168.0
2026-03-29,Pumpkin,Volatile,Keshopur APMC,West,15.0,25.0,19.0,167.0
2026-03-30,Pumpkin,Volatile,Keshopur APMC,West,14.0,24.0,20.0,170.0
2026-03-31,Pumpkin,Volatile,Keshopur APMC,West,10.0,30.0,20.0,138.0
2026-04-02,Pumpkin,Volatile,Keshopur APMC,West,17.0,23.0,19.0,139.0
2026-04-03,Pumpkin,Volatile,Keshopur APMC,West,17.0,23.0,19.5,187.0
2026-04-04,Pumpkin,Volatile,Keshopur APMC,West,12.0,20.0,16.5,125.0
2026-04-05,Pumpkin,Volatile,Keshopur APMC,West,8.0,16.0,13.0,179.0
2026-04-07,Pumpkin,Volatile,Keshopur APMC,West,5.0,12.0,10.0,85.0
2026-04-09,Pumpkin,Volatile,Keshopur APMC,West,5.0,10.0,8.5,105.5
2026-04-10,Pumpkin,Volatile,Keshopur APMC,West,5.0,11.0,8.0,135.55
2026-04-12,Pumpkin,Volatile,Keshopur APMC,West,4.0,12.0,10.0,158.0
2026-04-13,Pumpkin,Volatile,Keshopur APMC,West,6.0,10.0,8.0,16.3
2026-04-14,Pumpkin,Volatile,Keshopur APMC,West,8.0,16.0,11.0,76.0
2026-04-16,Pumpkin,Volatile,Keshopur APMC,West,8.0,20.0,12.0,12.34
2026-04-17,Pumpkin,Volatile,Keshopur APMC,West,8.0,16.0,13.0,25.2
2026-04-18,Pumpkin,Volatile,Keshopur APMC,West,10.0,16.0,13.0,19.4
2026-04-19,Pumpkin,Volatile,Keshopur APMC,West,10.0,20.0,15.0,12.63
2026-04-20,Pumpkin,Volatile,Keshopur APMC,West,8.0,14.0,12.0,10.8
2026-04-21,Pumpkin,Volatile,Keshopur APMC,West,8.0,14.0,12.0,7.93
2026-04-23,Pumpkin,Volatile,Keshopur APMC,West,8.0,14.0,12.0,7.13
2026-04-24,Pumpkin,Volatile,Keshopur APMC,West,8.0,12.0,10.0,8.18
2026-04-25,Pumpkin,Volatile,Keshopur APMC,West,8.0,12.0,10.0,14.9
2026-04-30,Pumpkin,Volatile,Keshopur APMC,West,8.0,12.0,10.0,15.9
2026-05-01,Pumpkin,Volatile,Keshopur APMC,West,6.0,11.0,9.5,16.69
2026-05-02,Pumpkin,Volatile,Keshopur APMC,West,6.0,11.0,9.5,15.3
2026-05-03,Pumpkin,Volatile,Keshopur APMC,West,8.0,12.0,11.0,11.6
2026-05-04,Pumpkin,Volatile,Keshopur APMC,West,6.0,10.0,9.5,7.49
2026-05-05,Pumpkin,Volatile,Keshopur APMC,West,8.0,12.0,10.0,5.32
2026-05-07,Pumpkin,Volatile,Keshopur APMC,West,9.0,20.0,16.0,5.6
2026-05-08,Pumpkin,Volatile,Keshopur APMC,West,8.0,12.0,10.0,13.3
2026-05-09,Pumpkin,Volatile,Keshopur APMC,West,8.0,12.0,10.0,10.58
2026-05-10,Pumpkin,Volatile,Keshopur APMC,West,8.0,14.0,12.0,8.03
2026-05-11,Pumpkin,Volatile,Keshopur APMC,West,8.0,14.0,12.0,12.23
2026-05-12,Pumpkin,Volatile,Keshopur APMC,West,8.0,12.0,10.0,7.72
2026-05-14,Pumpkin,Volatile,Keshopur APMC,West,8.0,12.0,11.0,4.6
2026-05-15,Pumpkin,Volatile,Keshopur APMC,West,6.0,9.0,8.0,20.35
2026-05-16,Pumpkin,Volatile,Keshopur APMC,West,8.0,14.0,12.0,13.64
2026-05-17,Pumpkin,Volatile,Keshopur APMC,West,6.0,10.0,8.0,12.0
2026-05-18,Pumpkin,Volatile,Keshopur APMC,West,6.0,10.0,8.5,14.07
2026-05-19,Pumpkin,Volatile,Keshopur APMC,West,8.0,12.0,10.0,13.63
2026-05-21,Pumpkin,Volatile,Keshopur APMC,West,8.0,12.0,10.0,10.83
2025-12-01,Spinach,Volatile,Azadpur APMC,North,10.0,20.0,15.0,60.3
2025-12-02,Spinach,Volatile,Azadpur APMC,North,10.0,20.0,15.0,72.7
2025-12-03,Spinach,Volatile,Azadpur APMC,North,10.0,20.0,17.0,59.6
2025-12-04,Spinach,Volatile,Azadpur APMC,North,10.0,20.0,17.0,61.0
2025-12-06,Spinach,Volatile,Azadpur APMC,North,10.0,20.0,18.0,72.7
2025-12-08,Spinach,Volatile,Azadpur APMC,North,10.0,20.0,18.0,55.0
2025-12-09,Spinach,Volatile,Azadpur APMC,North,10.0,20.0,16.0,56.9
2025-12-10,Spinach,Volatile,Azadpur APMC,North,10.0,20.0,16.0,55.7
2025-12-11,Spinach,Volatile,Azadpur APMC,North,10.0,20.0,15.0,55.1
2025-12-15,Spinach,Volatile,Azadpur APMC,North,10.0,20.0,15.0,61.3
2025-12-17,Spinach,Volatile,Azadpur APMC,North,10.0,20.0,17.0,68.7
2025-12-18,Spinach,Volatile,Azadpur APMC,North,8.0,20.0,12.0,69.2
2025-12-19,Spinach,Volatile,Azadpur APMC,North,8.0,20.0,12.0,72.2
2025-12-22,Spinach,Volatile,Azadpur APMC,North,6.0,20.0,11.5,57.0
2025-12-23,Spinach,Volatile,Azadpur APMC,North,6.0,16.0,11.5,69.6
2025-12-24,Spinach,Volatile,Azadpur APMC,North,6.0,16.0,11.5,74.0
2025-12-25,Spinach,Volatile,Azadpur APMC,North,6.0,16.0,11.5,71.6
2025-12-26,Spinach,Volatile,Azadpur APMC,North,5.0,10.0,8.0,62.6
2025-12-27,Spinach,Volatile,Azadpur APMC,North,5.0,10.0,8.0,67.6
2025-12-29,Spinach,Volatile,Azadpur APMC,North,5.0,10.0,8.0,58.9
2025-12-30,Spinach,Volatile,Azadpur APMC,North,5.0,10.0,8.0,66.7
2026-01-01,Spinach,Volatile,Azadpur APMC,North,5.0,10.0,7.0,50.1
2026-01-02,Spinach,Volatile,Azadpur APMC,North,5.0,10.0,7.0,42.0
2026-01-03,Spinach,Volatile,Azadpur APMC,North,5.0,10.0,7.0,73.2
2026-01-05,Spinach,Volatile,Azadpur APMC,North,5.0,10.0,7.0,64.6
2026-01-06,Spinach,Volatile,Azadpur APMC,North,5.0,10.0,6.0,70.9
2026-01-07,Spinach,Volatile,Azadpur APMC,North,5.0,10.0,6.0,67.2
2026-01-08,Spinach,Volatile,Azadpur APMC,North,3.0,8.0,5.0,70.9
2026-01-09,Spinach,Volatile,Azadpur APMC,North,3.0,8.0,5.0,64.0
2026-01-13,Spinach,Volatile,Azadpur APMC,North,3.0,8.0,5.0,68.4
2026-01-14,Spinach,Volatile,Azadpur APMC,North,3.0,10.0,6.0,53.1
2026-01-15,Spinach,Volatile,Azadpur APMC,North,3.0,10.0,6.0,60.9
2026-01-16,Spinach,Volatile,Azadpur APMC,North,5.0,10.0,7.0,53.9
2026-01-17,Spinach,Volatile,Azadpur APMC,North,5.0,10.0,7.0,61.4
2026-01-19,Spinach,Volatile,Azadpur APMC,North,10.0,12.0,11.0,52.1
2026-01-20,Spinach,Volatile,Azadpur APMC,North,10.0,12.0,11.0,59.1
2026-01-21,Spinach,Volatile,Azadpur APMC,North,10.0,12.0,11.0,63.6
2026-01-22,Spinach,Volatile,Azadpur APMC,North,10.0,12.0,11.0,73.4
2026-01-23,Spinach,Volatile,Azadpur APMC,North,10.0,12.0,11.0,55.9
2026-01-24,Spinach,Volatile,Azadpur APMC,North,10.0,12.0,11.0,28.1
2026-01-27,Spinach,Volatile,Azadpur APMC,North,10.0,14.0,12.0,44.7
2026-01-28,Spinach,Volatile,Azadpur APMC,North,10.0,14.0,12.0,53.8
2026-01-29,Spinach,Volatile,Azadpur APMC,North,10.0,14.0,12.0,67.6
2026-01-30,Spinach,Volatile,Azadpur APMC,North,10.0,14.0,12.0,66.5
2026-01-31,Spinach,Volatile,Azadpur APMC,North,10.0,14.0,12.0,66.5
2026-02-02,Spinach,Volatile,Azadpur APMC,North,10.0,15.0,11.0,59.8
2026-02-03,Spinach,Volatile,Azadpur APMC,North,10.0,15.0,11.0,59.9
2026-02-04,Spinach,Volatile,Azadpur APMC,North,10.0,15.0,11.0,73.3
2026-02-05,Spinach,Volatile,Azadpur APMC,North,10.0,15.0,11.0,87.8
2026-02-06,Spinach,Volatile,Azadpur APMC,North,10.0,15.0,14.0,73.4
2026-02-07,Spinach,Volatile,Azadpur APMC,North,10.0,15.0,14.0,80.5
2026-02-09,Spinach,Volatile,Azadpur APMC,North,10.0,15.0,14.0,54.9
2026-02-10,Spinach,Volatile,Azadpur APMC,North,10.0,15.0,14.0,69.9
2026-02-11,Spinach,Volatile,Azadpur APMC,North,10.0,15.0,14.0,66.6
2026-02-12,Spinach,Volatile,Azadpur APMC,North,10.0,20.0,18.0,72.6
2026-02-13,Spinach,Volatile,Azadpur APMC,North,10.0,20.0,18.0,69.4
2026-02-16,Spinach,Volatile,Azadpur APMC,North,10.0,20.0,18.0,44.1
2026-02-17,Spinach,Volatile,Azadpur APMC,North,10.0,20.0,18.0,66.0
2026-02-18,Spinach,Volatile,Azadpur APMC,North,10.0,20.0,19.0,70.6
2026-02-19,Spinach,Volatile,Azadpur APMC,North,10.0,20.0,19.0,59.5
2026-02-20,Spinach,Volatile,Azadpur APMC,North,10.0,20.0,19.0,57.2
2026-02-21,Spinach,Volatile,Azadpur APMC,North,8.0,12.0,10.0,76.9
2026-04-01,Spinach,Volatile,Azadpur APMC,North,4.0,5.0,5.0,49.2
2026-04-03,Spinach,Volatile,Azadpur APMC,North,4.0,8.0,5.0,52.8
2026-04-04,Spinach,Volatile,Azadpur APMC,North,4.0,8.0,5.0,47.2
2026-04-06,Spinach,Volatile,Azadpur APMC,North,4.0,8.0,5.0,39.8
2026-04-07,Spinach,Volatile,Azadpur APMC,North,4.0,8.0,5.0,50.2
2026-04-08,Spinach,Volatile,Azadpur APMC,North,4.0,8.0,5.0,40.3
2026-04-09,Spinach,Volatile,Azadpur APMC,North,4.0,8.0,5.0,48.1
2026-04-10,Spinach,Volatile,Azadpur APMC,North,5.0,10.0,7.0,47.2
2026-04-13,Spinach,Volatile,Azadpur APMC,North,8.0,12.0,10.0,32.4
2026-04-14,Spinach,Volatile,Azadpur APMC,North,8.0,12.0,10.0,39.2
2026-04-15,Spinach,Volatile,Azadpur APMC,North,7.0,10.0,8.0,45.1
2026-04-16,Spinach,Volatile,Azadpur APMC,North,8.0,10.0,9.0,41.9
2026-04-17,Spinach,Volatile,Azadpur APMC,North,7.0,10.0,8.0,41.8
2026-04-18,Spinach,Volatile,Azadpur APMC,North,7.0,10.0,8.0,40.8
2026-04-20,Spinach,Volatile,Azadpur APMC,North,7.0,10.0,8.0,26.4
2026-04-21,Spinach,Volatile,Azadpur APMC,North,8.0,12.0,10.0,37.5
2026-04-22,Spinach,Volatile,Azadpur APMC,North,8.0,12.0,10.0,36.5
2026-04-23,Spinach,Volatile,Azadpur APMC,North,8.0,12.0,10.0,40.6
2026-04-24,Spinach,Volatile,Azadpur APMC,North,8.0,12.0,10.0,34.6
2026-04-25,Spinach,Volatile,Azadpur APMC,North,8.0,12.0,10.0,37.4
2026-04-27,Spinach,Volatile,Azadpur APMC,North,8.0,12.0,10.0,24.4
2026-04-28,Spinach,Volatile,Azadpur APMC,North,10.0,15.0,14.0,40.8
2026-04-29,Spinach,Volatile,Azadpur APMC,North,10.0,15.0,13.0,39.7
2026-04-30,Spinach,Volatile,Azadpur APMC,North,10.0,15.0,13.0,22.9
2026-05-01,Spinach,Volatile,Azadpur APMC,North,10.0,15.0,13.0,41.5
2026-05-02,Spinach,Volatile,Azadpur APMC,North,10.0,15.0,13.0,25.4
2026-05-04,Spinach,Volatile,Azadpur APMC,North,10.0,15.0,12.0,31.5
2026-05-05,Spinach,Volatile,Azadpur APMC,North,8.0,12.0,10.0,37.9
2026-05-06,Spinach,Volatile,Azadpur APMC,North,8.0,12.0,10.0,13.0
2026-05-07,Spinach,Volatile,Azadpur APMC,North,8.0,12.0,10.0,42.4
2026-05-08,Spinach,Volatile,Azadpur APMC,North,8.0,12.0,10.0,48.0
2026-05-11,Spinach,Volatile,Azadpur APMC,North,7.0,10.0,8.0,27.9
2026-05-12,Spinach,Volatile,Azadpur APMC,North,7.0,10.0,8.0,31.3
2026-05-13,Spinach,Volatile,Azadpur APMC,North,8.0,12.0,10.0,28.9
2026-05-14,Spinach,Volatile,Azadpur APMC,North,8.0,12.0,10.0,33.4
2026-05-15,Spinach,Volatile,Azadpur APMC,North,8.0,12.0,10.0,30.2
2026-05-16,Spinach,Volatile,Azadpur APMC,North,7.0,10.0,8.0,30.7
2026-05-18,Spinach,Volatile,Azadpur APMC,North,7.0,10.0,8.0,27.5
2026-05-19,Spinach,Volatile,Azadpur APMC,North,8.0,10.0,9.0,33.6
2026-05-20,Spinach,Volatile,Azadpur APMC,North,8.0,10.0,9.0,34.6
2026-05-21,Spinach,Volatile,Azadpur APMC,North,8.0,10.0,9.0,32.4
2025-11-16,Spinach,Volatile,Gazipur APMC,East,20.0,24.0,22.0,17.95
2025-11-21,Spinach,Volatile,Gazipur APMC,East,22.0,26.0,24.0,14.33
2025-11-23,Spinach,Volatile,Gazipur APMC,East,22.0,26.0,24.0,26.05
2025-11-25,Spinach,Volatile,Gazipur APMC,East,12.0,16.0,14.0,19.5
2025-11-26,Spinach,Volatile,Gazipur APMC,East,14.0,18.0,16.0,16.65
2025-11-27,Spinach,Volatile,Gazipur APMC,East,14.0,18.0,16.0,13.63
2025-11-28,Spinach,Volatile,Gazipur APMC,East,12.0,16.0,14.0,15.4
2025-11-30,Spinach,Volatile,Gazipur APMC,East,14.0,18.0,16.0,15.89
2025-12-01,Spinach,Volatile,Gazipur APMC,East,12.0,16.0,14.0,16.65
2025-12-02,Spinach,Volatile,Gazipur APMC,East,16.0,20.0,18.0,14.55
2025-12-03,Spinach,Volatile,Gazipur APMC,East,18.0,22.0,20.0,9.05
2025-12-04,Spinach,Volatile,Gazipur APMC,East,16.0,20.0,18.0,18.3
2025-12-05,Spinach,Volatile,Gazipur APMC,East,16.0,20.0,18.0,12.95
2025-12-07,Spinach,Volatile,Gazipur APMC,East,18.0,20.0,19.0,19.65
2025-12-09,Spinach,Volatile,Gazipur APMC,East,18.0,22.0,20.0,18.1
2025-12-10,Spinach,Volatile,Gazipur APMC,East,16.0,20.0,18.0,14.3
2025-12-11,Spinach,Volatile,Gazipur APMC,East,14.0,18.0,16.0,15.9
2025-12-14,Spinach,Volatile,Gazipur APMC,East,13.0,15.0,14.0,17.1
2025-12-17,Spinach,Volatile,Gazipur APMC,East,12.0,14.0,13.0,17.75
2025-12-19,Spinach,Volatile,Gazipur APMC,East,12.0,16.0,14.0,18.35
2025-12-22,Spinach,Volatile,Gazipur APMC,East,8.0,10.0,9.0,16.8
2025-12-23,Spinach,Volatile,Gazipur APMC,East,8.0,10.0,9.0,17.65
2025-12-25,Spinach,Volatile,Gazipur APMC,East,8.0,10.0,9.0,18.15
2025-12-26,Spinach,Volatile,Gazipur APMC,East,8.0,10.0,9.0,19.05
2025-12-30,Spinach,Volatile,Gazipur APMC,East,8.0,10.0,9.0,17.3
2026-01-01,Spinach,Volatile,Gazipur APMC,East,8.0,10.0,9.0,10.15
2026-01-02,Spinach,Volatile,Gazipur APMC,East,8.0,10.0,9.0,22.75
2026-01-04,Spinach,Volatile,Gazipur APMC,East,7.0,9.0,8.0,18.85
2026-01-05,Spinach,Volatile,Gazipur APMC,East,7.0,9.0,8.0,12.0
2026-01-06,Spinach,Volatile,Gazipur APMC,East,7.0,9.0,8.0,25.1
2026-01-07,Spinach,Volatile,Gazipur APMC,East,10.0,12.0,11.0,7.1
2026-01-13,Spinach,Volatile,Gazipur APMC,East,10.0,14.0,12.0,19.25
2026-01-14,Spinach,Volatile,Gazipur APMC,East,11.0,13.0,12.0,7.55
2026-01-15,Spinach,Volatile,Gazipur APMC,East,10.0,14.0,12.0,19.35
2026-01-16,Spinach,Volatile,Gazipur APMC,East,10.0,12.0,11.0,14.7
2026-01-17,Spinach,Volatile,Gazipur APMC,East,10.0,12.0,11.0,12.42
2026-01-19,Spinach,Volatile,Gazipur APMC,East,10.0,12.0,11.0,15.2
2026-01-20,Spinach,Volatile,Gazipur APMC,East,18.0,22.0,20.0,16.55
2026-01-21,Spinach,Volatile,Gazipur APMC,East,16.0,20.0,18.0,18.2
2026-01-28,Spinach,Volatile,Gazipur APMC,East,20.0,24.0,22.0,14.5
2026-01-29,Spinach,Volatile,Gazipur APMC,East,21.0,23.0,22.0,16.2
2026-01-30,Spinach,Volatile,Gazipur APMC,East,20.0,24.0,22.0,13.49
2026-02-01,Spinach,Volatile,Gazipur APMC,East,10.0,12.0,11.0,13.6
2026-02-02,Spinach,Volatile,Gazipur APMC,East,10.0,12.0,11.0,12.55
2026-02-03,Spinach,Volatile,Gazipur APMC,East,10.0,12.0,11.0,16.1
2026-02-04,Spinach,Volatile,Gazipur APMC,East,10.0,14.0,12.0,10.6
2026-02-06,Spinach,Volatile,Gazipur APMC,East,10.0,14.0,12.0,21.15
2026-02-10,Spinach,Volatile,Gazipur APMC,East,8.0,10.0,9.0,15.65
2026-02-11,Spinach,Volatile,Gazipur APMC,East,7.0,9.0,8.0,16.75
2026-02-17,Spinach,Volatile,Gazipur APMC,East,7.0,9.0,8.0,14.7
2026-02-18,Spinach,Volatile,Gazipur APMC,East,6.0,8.0,7.0,15.85
2026-02-19,Spinach,Volatile,Gazipur APMC,East,6.0,8.0,7.0,13.0
2026-02-22,Spinach,Volatile,Gazipur APMC,East,6.0,8.0,7.0,13.34
2026-02-23,Spinach,Volatile,Gazipur APMC,East,6.0,8.0,7.0,15.0
2026-02-24,Spinach,Volatile,Gazipur APMC,East,6.0,8.0,7.0,13.34
2026-02-25,Spinach,Volatile,Gazipur APMC,East,7.0,9.0,8.0,16.0
2026-03-01,Spinach,Volatile,Gazipur APMC,East,11.0,13.0,12.0,16.95
2026-03-02,Spinach,Volatile,Gazipur APMC,East,10.0,14.0,12.0,8.55
2026-03-05,Spinach,Volatile,Gazipur APMC,East,12.0,14.0,13.0,4.82
2026-03-06,Spinach,Volatile,Gazipur APMC,East,12.0,16.0,14.0,11.6
2026-03-08,Spinach,Volatile,Gazipur APMC,East,10.0,14.0,12.0,12.4
